,Round,Day,Date,Time,Venue,Result,GF,GA,Opponent,Attendance,Captain,Formation,Referee,event_id,Manager,League Position ,squadnumber,team_name,player_id,rating,minutes_played,shotstotal,shotson,offsides,gconceded,gassists,gtotal,ptotal,pkey,paccuracy,ttotal,tblocks,tinterc,dtotal,dwon,dattempts,dsuccess,dpast,fdrawn,fcommit,red,yellow,penaltysuccess,player_name,Game,Player Position
659,Matchweek 24,Sun,29/12/2019,15:00 (02:00),Away,W,2.0,1.0,Doncaster,"12,432",Max Power,3_4_3,Carl Boyeson,168202.0,PP,13.0,3.0,Sunderland,19581,6.9,90.0,0.0,0.0,,0.0,0.0,0.0,24.0,0.0,57.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,Joel Lynch,Doncaster 29/12/2019,DF
660,Matchweek 25,Wed,01/01/2020,15:00 (02:00),Away,D,1.0,1.0,Fleetwood Town,"4,011",Max Power,3_4_3,Anthony Backhouse,168215.0,PP,15.0,3.0,Sunderland,19581,7.3,90.0,2.0,0.0,,0.0,0.0,0.0,32.0,1.0,56.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Joel Lynch,Fleetwood Town 01/01/2020,DF
661,Matchweek 26,Sat,04/01/2020,15:00 (02:00),Home,W,3.0,1.0,Lincoln City,"31,748",Max Power,3_4_3,Leigh Doughty,168233.0,PP,13.0,,Sunderland,19581,,,,,,,,,,,,,,,,,,,,,,,,,Joel Lynch,Lincoln City 04/01/2020,DF
662,Matchweek 27,Sat,11/01/2020,15:00 (02:00),Home,W,4.0,0.0,Wycombe,"29,331",Max Power,3_4_3,Andrew Davies,168245.0,PP,10.0,3.0,Sunderland,19581,6.8,45.0,0.0,0.0,,0.0,0.0,0.0,6.0,0.0,54.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,Joel Lynch,Wycombe 11/01/2020,DF
663,Matchweek 28,Sat,18/01/2020,15:00 (02:00),Away,W,1.0,0.0,MK Dons,"13,327",Max Power,3_4_3,Ben Toner,168254.0,PP,6.0,3.0,Sunderland,19581,7.4,90.0,2.0,1.0,,0.0,0.0,0.0,15.0,0.0,51.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Joel Lynch,MK Dons 18/01/2020,DF
664,Matchweek 29,Fri,24/01/2020,19:45 (06:45),Home,D,0.0,0.0,Doncaster,"30,251",Max Power,3_4_3,James Adcock,168269.0,PP,8.0,3.0,Sunderland,19581,7,90.0,1.0,0.0,,0.0,0.0,0.0,30.0,0.0,60.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Joel Lynch,Doncaster 24/01/2020,DF
665,Matchweek 30,Wed,29/01/2020,19:45 (06:45),Away,W,1.0,0.0,Tranmere Rovers,"6,850",Max Power,3_4_3,Anthony Coggins,168279.0,PP,7.0,3.0,Sunderland,19581,6.7,90.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,1.0,39.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,Joel Lynch,Tranmere Rovers 29/01/2020,DF
666,Matchweek 31,Sat,01/02/2020,15:00 (02:00),Away,L,0.0,2.0,Portsmouth,"18,531",Max Power,3_4_3,Chris Sarginson,168290.0,PP,9.0,3.0,Sunderland,19581,6.6,90.0,0.0,0.0,,0.0,0.0,0.0,13.0,1.0,48.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,Joel Lynch,Portsmouth 01/02/2020,DF
667,Matchweek 32,Sat,08/02/2020,15:00 (02:00),Home,W,1.0,0.0,Ipswich Town,"32,726",Max Power,3_4_3,Jeremy Simpson,168303.0,PP,8.0,,Sunderland,19581,,,,,,,,,,,,,,,,,,,,,,,,,Joel Lynch,Ipswich Town 08/02/2020,DF
668,Matchweek 33,Tue,11/02/2020,19:45 (06:45),Home,W,3.0,0.0,Rochdale,"27,401",Max Power,3_4_3,Graham Salisbury,168315.0,PP,7.0,,Sunderland,19581,,,,,,,,,,,,,,,,,,,,,,,,,Joel Lynch,Rochdale 11/02/2020,DF
669,Matchweek 34,Sat,15/02/2020,15:00 (02:00),Away,W,1.0,0.0,Oxford United,"9,105",Max Power,3_4_3,Kevin Johnson,168325.0,PP,7.0,,Sunderland,19581,,,,,,,,,,,,,,,,,,,,,,,,,Joel Lynch,Oxford United 15/02/2020,DF
670,Matchweek 35,Sat,22/02/2020,15:00 (02:00),Home,W,3.0,0.0,Bristol Rovers,"31,541",Max Power,3_4_3,Ben Toner,168340.0,PP,5.0,,Sunderland,19581,,,,,,,,,,,,,,,,,,,,,,,,,Joel Lynch,Bristol Rovers 22/02/2020,DF
671,Matchweek 13,Tue,25/02/2020,19:45 (06:45),Home,D,1.0,1.0,Fleetwood Town,"28,255",Max Power,3_4_3,Scott Oldham,168077.0,PP,7.0,,Sunderland,19581,,,,,,,,,,,,,,,,,,,,,,,,,Joel Lynch,Fleetwood Town 25/02/2020,DF
672,Matchweek 2,Sat,10/08/2019,15:00 (00:00),Away,D,1.0,1.0,Ipswich Town,"24,051",Aiden McGeady,4_3_3,Neil Hair,167939.0,JR,14.0,,Sunderland,19589,,,,,,,,,,,,,,,,,,,,,,,,,Josh Scowen,Ipswich Town 10/08/2019,MID
673,Matchweek 3,Sat,17/08/2019,12:30 (21:30),Home,W,2.0,1.0,Portsmouth,"29,140",Grant Leadbitter,4_2_3_1,Michael Salisbury,167955.0,JR,9.0,,Sunderland,19589,,,,,,,,,,,,,,,,,,,,,,,,,Josh Scowen,Portsmouth 17/08/2019,MID
674,Matchweek 4,Tue,20/08/2019,19:45 (04:45),Away,W,2.0,1.0,Rochdale,"5,258",Grant Leadbitter,4_2_3_1,John Busby,167966.0,JR,6.0,,Sunderland,19589,,,,,,,,,,,,,,,,,,,,,,,,,Josh Scowen,Rochdale 20/08/2019,MID
675,Matchweek 5,Sat,24/08/2019,15:00 (00:00),Home,W,3.0,1.0,AFC Wimbledon,"29,725",Grant Leadbitter,4_2_3_1,Anthony Backhouse,167979.0,JR,4.0,,Sunderland,19589,,,,,,,,,,,,,,,,,,,,,,,,,Josh Scowen,AFC Wimbledon 24/08/2019,MID
676,Matchweek 6,Sat,31/08/2019,15:00 (00:00),Away,L,0.0,3.0,P'borough Utd,"10,005",Grant Leadbitter,4_2_3_1,Craig Hicks,167991.0,JR,6.0,,Sunderland,19589,,,,,,,,,,,,,,,,,,,,,,,,,Josh Scowen,P'borough Utd 31/08/2019,MID
677,Matchweek 8,Sat,14/09/2019,15:00 (00:00),Away,W,3.0,1.0,Acc'ton Stanley,"4,164",Grant Leadbitter,4_2_3_1,Lee Swabey,168007.0,JR,6.0,,Sunderland,19589,,,,,,,,,,,,,,,,,,,,,,,,,Josh Scowen,Acc'ton Stanley 14/09/2019,MID
678,Matchweek 9,Tue,17/09/2019,19:45 (04:45),Home,D,1.0,1.0,Rotherham Utd,"29,078",Aiden McGeady,4_2_3_1,Ben Toner,168026.0,JR,5.0,,Sunderland,19589,,,,,,,,,,,,,,,,,,,,,,,,,Josh Scowen,Rotherham Utd 17/09/2019,MID
679,Matchweek 10,Sat,21/09/2019,15:00 (00:00),Away,D,1.0,1.0,Bolton,"12,026",Grant Leadbitter,4_2_3_1,Oliver Yates,168032.0,JR,5.0,,Sunderland,19589,,,,,,,,,,,,,,,,,,,,,,,,,Josh Scowen,Bolton 21/09/2019,MID
680,Matchweek 11,Sat,28/09/2019,15:00 (00:00),Home,W,2.0,1.0,MK Dons,"29,954",Jordan Willis,4_2_3_1,Paul Marsden,168053.0,JR,5.0,,Sunderland,19589,,,,,,,,,,,,,,,,,,,,,,,,,Josh Scowen,MK Dons 28/09/2019,MID
681,Matchweek 12,Sat,05/10/2019,15:00 (00:00),Away,L,0.0,2.0,Lincoln City,"10,264",Jordan Willis,4_2_3_1,Brett Huxtable,168061.0,JR,6.0,,Sunderland,19589,,,,,,,,,,,,,,,,,,,,,,,,,Josh Scowen,Lincoln City 05/10/2019,MID
682,Matchweek 14,Sat,19/10/2019,15:00 (01:00),Away,L,0.0,1.0,Wycombe,"8,395",Grant Leadbitter,4_2_3_1,Kevin Johnson,168089.0,PP,9.0,,Sunderland,19589,,,,,,,,,,,,,,,,,,,,,,,,,Josh Scowen,Wycombe 19/10/2019,MID
683,Matchweek 15,Tue,22/10/2019,19:45 (05:45),Home,W,5.0,0.0,Tranmere Rovers,"28,551",Max Power,4_2_3_1,Carl Boyeson,168100.0,PP,6.0,,Sunderland,19589,,,,,,,,,,,,,,,,,,,,,,,,,Josh Scowen,Tranmere Rovers 22/10/2019,MID
684,Matchweek 16,Sat,26/10/2019,15:00 (01:00),Away,L,0.0,1.0,Shrewsbury,"8,117",Max Power,4_2_3_1,Jarred Gillett,168111.0,PP,10.0,,Sunderland,19589,,,,,,,,,,,,,,,,,,,,,,,,,Josh Scowen,Shrewsbury 26/10/2019,MID
685,Matchweek 17,Sat,02/11/2019,15:00 (02:00),Home,W,1.0,0.0,Southend United,"30,407",Max Power,4_2_3_1,Trevor Kettle,168124.0,PP,7.0,,Sunderland,19589,,,,,,,,,,,,,,,,,,,,,,,,,Josh Scowen,Southend United 02/11/2019,MID
686,Matchweek 19,Sat,23/11/2019,15:00 (02:00),Home,D,1.0,1.0,Coventry City,"29,809",Grant Leadbitter,4_3_3,Scott Oldham,168148.0,PP,12.0,,Sunderland,19589,,,,,,,,,,,,,,,,,,,,,,,,,Josh Scowen,Coventry City 23/11/2019,MID
687,Matchweek 7,Tue,26/11/2019,19:45 (06:45),Home,L,1.0,2.0,Burton Albion,"26,538",Grant Leadbitter,4_2_3_1,Rob Lewis,168003.0,PP,10.0,,Sunderland,19589,,,,,,,,,,,,,,,,,,,,,,,,,Josh Scowen,Burton Albion 26/11/2019,MID
688,Matchweek 20,Sat,07/12/2019,15:00 (02:00),Away,L,0.0,1.0,Gillingham,"5,401",Grant Leadbitter,3_4_1_2,Andy Woolmer,168157.0,PP,12.0,,Sunderland,19589,,,,,,,,,,,,,,,,,,,,,,,,,Josh Scowen,Gillingham 07/12/2019,MID
689,Matchweek 21,Sat,14/12/2019,15:00 (02:00),Home,D,1.0,1.0,Blackpool,"30,595",Max Power,3_4_3,Oliver Yates,168172.0,PP,12.0,,Sunderland,19589,,,,,,,,,,,,,,,,,,,,,,,,,Josh Scowen,Blackpool 14/12/2019,MID
690,Matchweek 23,Thu,26/12/2019,15:00 (02:00),Home,D,0.0,0.0,Bolton,"33,821",Grant Leadbitter,3_4_3,Ross Joyce,168197.0,PP,15.0,,Sunderland,19589,,,,,,,,,,,,,,,,,,,,,,,,,Josh Scowen,Bolton 26/12/2019,MID
691,Matchweek 24,Sun,29/12/2019,15:00 (02:00),Away,W,2.0,1.0,Doncaster,"12,432",Max Power,3_4_3,Carl Boyeson,168202.0,PP,13.0,,Sunderland,19589,,,,,,,,,,,,,,,,,,,,,,,,,Josh Scowen,Doncaster 29/12/2019,MID
692,Matchweek 25,Wed,01/01/2020,15:00 (02:00),Away,D,1.0,1.0,Fleetwood Town,"4,011",Max Power,3_4_3,Anthony Backhouse,168215.0,PP,15.0,,Sunderland,19589,,,,,,,,,,,,,,,,,,,,,,,,,Josh Scowen,Fleetwood Town 01/01/2020,MID
693,Matchweek 26,Sat,04/01/2020,15:00 (02:00),Home,W,3.0,1.0,Lincoln City,"31,748",Max Power,3_4_3,Leigh Doughty,168233.0,PP,13.0,,Sunderland,19589,,,,,,,,,,,,,,,,,,,,,,,,,Josh Scowen,Lincoln City 04/01/2020,MID
694,Matchweek 27,Sat,11/01/2020,15:00 (02:00),Home,W,4.0,0.0,Wycombe,"29,331",Max Power,3_4_3,Andrew Davies,168245.0,PP,10.0,,Sunderland,19589,,,,,,,,,,,,,,,,,,,,,,,,,Josh Scowen,Wycombe 11/01/2020,MID
695,Matchweek 28,Sat,18/01/2020,15:00 (02:00),Away,W,1.0,0.0,MK Dons,"13,327",Max Power,3_4_3,Ben Toner,168254.0,PP,6.0,,Sunderland,19589,,,,,,,,,,,,,,,,,,,,,,,,,Josh Scowen,MK Dons 18/01/2020,MID
696,Matchweek 29,Fri,24/01/2020,19:45 (06:45),Home,D,0.0,0.0,Doncaster,"30,251",Max Power,3_4_3,James Adcock,168269.0,PP,8.0,,Sunderland,19589,,,,,,,,,,,,,,,,,,,,,,,,,Josh Scowen,Doncaster 24/01/2020,MID
697,Matchweek 30,Wed,29/01/2020,19:45 (06:45),Away,W,1.0,0.0,Tranmere Rovers,"6,850",Max Power,3_4_3,Anthony Coggins,168279.0,PP,7.0,28.0,Sunderland,19589,–,1.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Josh Scowen,Tranmere Rovers 29/01/2020,MID
698,Matchweek 31,Sat,01/02/2020,15:00 (02:00),Away,L,0.0,2.0,Portsmouth,"18,531",Max Power,3_4_3,Chris Sarginson,168290.0,PP,9.0,,Sunderland,19589,,,,,,,,,,,,,,,,,,,,,,,,,Josh Scowen,Portsmouth 01/02/2020,MID
699,Matchweek 32,Sat,08/02/2020,15:00 (02:00),Home,W,1.0,0.0,Ipswich Town,"32,726",Max Power,3_4_3,Jeremy Simpson,168303.0,PP,8.0,,Sunderland,19589,,,,,,,,,,,,,,,,,,,,,,,,,Josh Scowen,Ipswich Town 08/02/2020,MID
700,Matchweek 33,Tue,11/02/2020,19:45 (06:45),Home,W,3.0,0.0,Rochdale,"27,401",Max Power,3_4_3,Graham Salisbury,168315.0,PP,7.0,,Sunderland,19589,,,,,,,,,,,,,,,,,,,,,,,,,Josh Scowen,Rochdale 11/02/2020,MID
701,Matchweek 34,Sat,15/02/2020,15:00 (02:00),Away,W,1.0,0.0,Oxford United,"9,105",Max Power,3_4_3,Kevin Johnson,168325.0,PP,7.0,28.0,Sunderland,19589,6.6,31.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,53.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Josh Scowen,Oxford United 15/02/2020,MID
702,Matchweek 35,Sat,22/02/2020,15:00 (02:00),Home,W,3.0,0.0,Bristol Rovers,"31,541",Max Power,3_4_3,Ben Toner,168340.0,PP,5.0,,Sunderland,19589,,,,,,,,,,,,,,,,,,,,,,,,,Josh Scowen,Bristol Rovers 22/02/2020,MID
703,Matchweek 13,Tue,25/02/2020,19:45 (06:45),Home,D,1.0,1.0,Fleetwood Town,"28,255",Max Power,3_4_3,Scott Oldham,168077.0,PP,7.0,,Sunderland,19589,,,,,,,,,,,,,,,,,,,,,,,,,Josh Scowen,Fleetwood Town 25/02/2020,MID
704,Matchweek 2,Sat,10/08/2019,15:00 (00:00),Away,D,1.0,1.0,Ipswich Town,"24,051",Aiden McGeady,4_3_3,Neil Hair,167939.0,JR,14.0,,Sunderland,1759,,,,,,,,,,,,,,,,,,,,,,,,,Kyle Lafferty,Ipswich Town 10/08/2019,ATT
705,Matchweek 3,Sat,17/08/2019,12:30 (21:30),Home,W,2.0,1.0,Portsmouth,"29,140",Grant Leadbitter,4_2_3_1,Michael Salisbury,167955.0,JR,9.0,,Sunderland,1759,,,,,,,,,,,,,,,,,,,,,,,,,Kyle Lafferty,Portsmouth 17/08/2019,ATT
706,Matchweek 4,Tue,20/08/2019,19:45 (04:45),Away,W,2.0,1.0,Rochdale,"5,258",Grant Leadbitter,4_2_3_1,John Busby,167966.0,JR,6.0,,Sunderland,1759,,,,,,,,,,,,,,,,,,,,,,,,,Kyle Lafferty,Rochdale 20/08/2019,ATT
707,Matchweek 5,Sat,24/08/2019,15:00 (00:00),Home,W,3.0,1.0,AFC Wimbledon,"29,725",Grant Leadbitter,4_2_3_1,Anthony Backhouse,167979.0,JR,4.0,,Sunderland,1759,,,,,,,,,,,,,,,,,,,,,,,,,Kyle Lafferty,AFC Wimbledon 24/08/2019,ATT
708,Matchweek 6,Sat,31/08/2019,15:00 (00:00),Away,L,0.0,3.0,P'borough Utd,"10,005",Grant Leadbitter,4_2_3_1,Craig Hicks,167991.0,JR,6.0,,Sunderland,1759,,,,,,,,,,,,,,,,,,,,,,,,,Kyle Lafferty,P'borough Utd 31/08/2019,ATT
709,Matchweek 8,Sat,14/09/2019,15:00 (00:00),Away,W,3.0,1.0,Acc'ton Stanley,"4,164",Grant Leadbitter,4_2_3_1,Lee Swabey,168007.0,JR,6.0,,Sunderland,1759,,,,,,,,,,,,,,,,,,,,,,,,,Kyle Lafferty,Acc'ton Stanley 14/09/2019,ATT
710,Matchweek 9,Tue,17/09/2019,19:45 (04:45),Home,D,1.0,1.0,Rotherham Utd,"29,078",Aiden McGeady,4_2_3_1,Ben Toner,168026.0,JR,5.0,,Sunderland,1759,,,,,,,,,,,,,,,,,,,,,,,,,Kyle Lafferty,Rotherham Utd 17/09/2019,ATT
711,Matchweek 10,Sat,21/09/2019,15:00 (00:00),Away,D,1.0,1.0,Bolton,"12,026",Grant Leadbitter,4_2_3_1,Oliver Yates,168032.0,JR,5.0,,Sunderland,1759,,,,,,,,,,,,,,,,,,,,,,,,,Kyle Lafferty,Bolton 21/09/2019,ATT
712,Matchweek 11,Sat,28/09/2019,15:00 (00:00),Home,W,2.0,1.0,MK Dons,"29,954",Jordan Willis,4_2_3_1,Paul Marsden,168053.0,JR,5.0,,Sunderland,1759,,,,,,,,,,,,,,,,,,,,,,,,,Kyle Lafferty,MK Dons 28/09/2019,ATT
713,Matchweek 12,Sat,05/10/2019,15:00 (00:00),Away,L,0.0,2.0,Lincoln City,"10,264",Jordan Willis,4_2_3_1,Brett Huxtable,168061.0,JR,6.0,,Sunderland,1759,,,,,,,,,,,,,,,,,,,,,,,,,Kyle Lafferty,Lincoln City 05/10/2019,ATT
714,Matchweek 14,Sat,19/10/2019,15:00 (01:00),Away,L,0.0,1.0,Wycombe,"8,395",Grant Leadbitter,4_2_3_1,Kevin Johnson,168089.0,PP,9.0,,Sunderland,1759,,,,,,,,,,,,,,,,,,,,,,,,,Kyle Lafferty,Wycombe 19/10/2019,ATT
715,Matchweek 15,Tue,22/10/2019,19:45 (05:45),Home,W,5.0,0.0,Tranmere Rovers,"28,551",Max Power,4_2_3_1,Carl Boyeson,168100.0,PP,6.0,,Sunderland,1759,,,,,,,,,,,,,,,,,,,,,,,,,Kyle Lafferty,Tranmere Rovers 22/10/2019,ATT
716,Matchweek 16,Sat,26/10/2019,15:00 (01:00),Away,L,0.0,1.0,Shrewsbury,"8,117",Max Power,4_2_3_1,Jarred Gillett,168111.0,PP,10.0,,Sunderland,1759,,,,,,,,,,,,,,,,,,,,,,,,,Kyle Lafferty,Shrewsbury 26/10/2019,ATT
717,Matchweek 17,Sat,02/11/2019,15:00 (02:00),Home,W,1.0,0.0,Southend United,"30,407",Max Power,4_2_3_1,Trevor Kettle,168124.0,PP,7.0,,Sunderland,1759,,,,,,,,,,,,,,,,,,,,,,,,,Kyle Lafferty,Southend United 02/11/2019,ATT
718,Matchweek 19,Sat,23/11/2019,15:00 (02:00),Home,D,1.0,1.0,Coventry City,"29,809",Grant Leadbitter,4_3_3,Scott Oldham,168148.0,PP,12.0,,Sunderland,1759,,,,,,,,,,,,,,,,,,,,,,,,,Kyle Lafferty,Coventry City 23/11/2019,ATT
719,Matchweek 7,Tue,26/11/2019,19:45 (06:45),Home,L,1.0,2.0,Burton Albion,"26,538",Grant Leadbitter,4_2_3_1,Rob Lewis,168003.0,PP,10.0,,Sunderland,1759,,,,,,,,,,,,,,,,,,,,,,,,,Kyle Lafferty,Burton Albion 26/11/2019,ATT
720,Matchweek 20,Sat,07/12/2019,15:00 (02:00),Away,L,0.0,1.0,Gillingham,"5,401",Grant Leadbitter,3_4_1_2,Andy Woolmer,168157.0,PP,12.0,,Sunderland,1759,,,,,,,,,,,,,,,,,,,,,,,,,Kyle Lafferty,Gillingham 07/12/2019,ATT
721,Matchweek 21,Sat,14/12/2019,15:00 (02:00),Home,D,1.0,1.0,Blackpool,"30,595",Max Power,3_4_3,Oliver Yates,168172.0,PP,12.0,,Sunderland,1759,,,,,,,,,,,,,,,,,,,,,,,,,Kyle Lafferty,Blackpool 14/12/2019,ATT
722,Matchweek 23,Thu,26/12/2019,15:00 (02:00),Home,D,0.0,0.0,Bolton,"33,821",Grant Leadbitter,3_4_3,Ross Joyce,168197.0,PP,15.0,,Sunderland,1759,,,,,,,,,,,,,,,,,,,,,,,,,Kyle Lafferty,Bolton 26/12/2019,ATT
723,Matchweek 24,Sun,29/12/2019,15:00 (02:00),Away,W,2.0,1.0,Doncaster,"12,432",Max Power,3_4_3,Carl Boyeson,168202.0,PP,13.0,,Sunderland,1759,,,,,,,,,,,,,,,,,,,,,,,,,Kyle Lafferty,Doncaster 29/12/2019,ATT
724,Matchweek 25,Wed,01/01/2020,15:00 (02:00),Away,D,1.0,1.0,Fleetwood Town,"4,011",Max Power,3_4_3,Anthony Backhouse,168215.0,PP,15.0,,Sunderland,1759,,,,,,,,,,,,,,,,,,,,,,,,,Kyle Lafferty,Fleetwood Town 01/01/2020,ATT
725,Matchweek 26,Sat,04/01/2020,15:00 (02:00),Home,W,3.0,1.0,Lincoln City,"31,748",Max Power,3_4_3,Leigh Doughty,168233.0,PP,13.0,,Sunderland,1759,,,,,,,,,,,,,,,,,,,,,,,,,Kyle Lafferty,Lincoln City 04/01/2020,ATT
726,Matchweek 27,Sat,11/01/2020,15:00 (02:00),Home,W,4.0,0.0,Wycombe,"29,331",Max Power,3_4_3,Andrew Davies,168245.0,PP,10.0,,Sunderland,1759,,,,,,,,,,,,,,,,,,,,,,,,,Kyle Lafferty,Wycombe 11/01/2020,ATT
727,Matchweek 28,Sat,18/01/2020,15:00 (02:00),Away,W,1.0,0.0,MK Dons,"13,327",Max Power,3_4_3,Ben Toner,168254.0,PP,6.0,8.0,Sunderland,1759,6.6,13.0,1.0,0.0,,0.0,0.0,0.0,3.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kyle Lafferty,MK Dons 18/01/2020,ATT
728,Matchweek 29,Fri,24/01/2020,19:45 (06:45),Home,D,0.0,0.0,Doncaster,"30,251",Max Power,3_4_3,James Adcock,168269.0,PP,8.0,8.0,Sunderland,1759,6.8,18.0,0.0,0.0,,0.0,0.0,0.0,6.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Kyle Lafferty,Doncaster 24/01/2020,ATT
729,Matchweek 30,Wed,29/01/2020,19:45 (06:45),Away,W,1.0,0.0,Tranmere Rovers,"6,850",Max Power,3_4_3,Anthony Coggins,168279.0,PP,7.0,,Sunderland,1759,,,,,,,,,,,,,,,,,,,,,,,,,Kyle Lafferty,Tranmere Rovers 29/01/2020,ATT
730,Matchweek 31,Sat,01/02/2020,15:00 (02:00),Away,L,0.0,2.0,Portsmouth,"18,531",Max Power,3_4_3,Chris Sarginson,168290.0,PP,9.0,8.0,Sunderland,1759,6.5,45.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Kyle Lafferty,Portsmouth 01/02/2020,ATT
731,Matchweek 32,Sat,08/02/2020,15:00 (02:00),Home,W,1.0,0.0,Ipswich Town,"32,726",Max Power,3_4_3,Jeremy Simpson,168303.0,PP,8.0,8.0,Sunderland,1759,6.9,11.0,0.0,0.0,,0.0,1.0,0.0,2.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Kyle Lafferty,Ipswich Town 08/02/2020,ATT
732,Matchweek 33,Tue,11/02/2020,19:45 (06:45),Home,W,3.0,0.0,Rochdale,"27,401",Max Power,3_4_3,Graham Salisbury,168315.0,PP,7.0,8.0,Sunderland,1759,6.5,9.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kyle Lafferty,Rochdale 11/02/2020,ATT
733,Matchweek 34,Sat,15/02/2020,15:00 (02:00),Away,W,1.0,0.0,Oxford United,"9,105",Max Power,3_4_3,Kevin Johnson,168325.0,PP,7.0,8.0,Sunderland,1759,6.5,10.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Kyle Lafferty,Oxford United 15/02/2020,ATT
734,Matchweek 35,Sat,22/02/2020,15:00 (02:00),Home,W,3.0,0.0,Bristol Rovers,"31,541",Max Power,3_4_3,Ben Toner,168340.0,PP,5.0,8.0,Sunderland,1759,6.6,9.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kyle Lafferty,Bristol Rovers 22/02/2020,ATT
735,Matchweek 13,Tue,25/02/2020,19:45 (06:45),Home,D,1.0,1.0,Fleetwood Town,"28,255",Max Power,3_4_3,Scott Oldham,168077.0,PP,7.0,8.0,Sunderland,1759,6.6,14.0,1.0,0.0,,0.0,0.0,0.0,5.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kyle Lafferty,Fleetwood Town 25/02/2020,ATT
736,Matchweek 2,Sat,10/08/2019,15:00 (00:00),Away,D,1.0,1.0,Ipswich Town,"24,051",Aiden McGeady,4_3_3,Neil Hair,167939.0,JR,14.0,,Sunderland,8693,,,,,,,,,,,,,,,,,,,,,,,,,Laurens De Bock,Ipswich Town 10/08/2019,DF
737,Matchweek 3,Sat,17/08/2019,12:30 (21:30),Home,W,2.0,1.0,Portsmouth,"29,140",Grant Leadbitter,4_2_3_1,Michael Salisbury,167955.0,JR,9.0,,Sunderland,8693,,,,,,,,,,,,,,,,,,,,,,,,,Laurens De Bock,Portsmouth 17/08/2019,DF
738,Matchweek 4,Tue,20/08/2019,19:45 (04:45),Away,W,2.0,1.0,Rochdale,"5,258",Grant Leadbitter,4_2_3_1,John Busby,167966.0,JR,6.0,,Sunderland,8693,,,,,,,,,,,,,,,,,,,,,,,,,Laurens De Bock,Rochdale 20/08/2019,DF
739,Matchweek 5,Sat,24/08/2019,15:00 (00:00),Home,W,3.0,1.0,AFC Wimbledon,"29,725",Grant Leadbitter,4_2_3_1,Anthony Backhouse,167979.0,JR,4.0,,Sunderland,8693,,,,,,,,,,,,,,,,,,,,,,,,,Laurens De Bock,AFC Wimbledon 24/08/2019,DF
740,Matchweek 6,Sat,31/08/2019,15:00 (00:00),Away,L,0.0,3.0,P'borough Utd,"10,005",Grant Leadbitter,4_2_3_1,Craig Hicks,167991.0,JR,6.0,,Sunderland,8693,,,,,,,,,,,,,,,,,,,,,,,,,Laurens De Bock,P'borough Utd 31/08/2019,DF
741,Matchweek 8,Sat,14/09/2019,15:00 (00:00),Away,W,3.0,1.0,Acc'ton Stanley,"4,164",Grant Leadbitter,4_2_3_1,Lee Swabey,168007.0,JR,6.0,,Sunderland,8693,,,,,,,,,,,,,,,,,,,,,,,,,Laurens De Bock,Acc'ton Stanley 14/09/2019,DF
